city_name_list,continent_name,country_name,latitude,longitude
Sunriver,North America,United States,438757,-12145574
Sunriver,North America,United States,4388401,-12143864
Trunojoyo Airport,Asia,Indonesia,-7067,1139
Sucua Airport,South America,Ecuador,-2467,-7818
Summer Beaver,North America,Canada,527086,-885419
Summer Beaver,North America,Canada,5274592,-8851388
St. Louis,North America,United States,38662119,-90652044
Sumbawanga,Africa,Tanzania,-7967,3162
Sumbawanga,Africa,Tanzania,-796667,3161667
Fairfield,North America,United States,3826074,-12194133
Fairfield,North America,United States,3824936,-12203997
Suva,Oceania,Fiji,-18043267,178559228
Suva,Oceania,Fiji,-1814161,17844149
Superior=Duluth,North America,United States,4668613,-9209882
Superior,North America,United States,4672077,-9210408
Sioux City,North America,United States,42402603,-96384367
Sioux City,North America,United States,4249999,-9640031
Suntar,Europe,Russia,6218481,11763619
Ingjaldssandur,Europe,Iceland,6602,-2383
Suntar,Europe,Russia,6214444,11763194
Haelogo,Oceania,Papua New Guinea,-913663,14759829
Savoonga,North America,United States,6368639,-1704925
Savoonga,North America,United States,6369417,-17047889
Sambava,Africa,Madagascar,-14278611,50174721
Sambava,Africa,Madagascar,-1426667,5016667
Silver City,North America,United States,3263,-1082
Silver City,North America,United States,3277008,-10828033
Saint Vincent=Kingstown,North America,Saint Vincent and the Grenadines,1315828,-6114936
Saint Vincent=Kingstown,North America,Saint Vincent and the Grenadines,1314444,-6121083
Saint Vincent=Kingstown,North America,Saint Vincent and the Grenadines,1325355,-611841
Saint Vincent=Kingstown,North America,Saint Vincent and the Grenadines,1315872,-6122475
Susanville,North America,United States,404,-1207
Susanville,North America,United States,4041628,-12065301
Savé,Africa,Benin,801742,24642
Savé,Africa,Benin,803424,24866
Stavanger,Europe,Norway,5887678,563786
Stavanger,Europe,Norway,5897005,573332
Statesville,North America,United States,3576697,-8094938
Statesville,North America,United States,3578264,-808873
Eduardo Falla Solano Airport,South America,Colombia,215,-7477
Svolvær,Europe,Norway,6824503,1466958
Svolvær,Europe,Norway,6823417,1456834
Stann Creek District=Silver Creek Camp,North America,Belize,1668475,-8834986
Stann Creek District=Silver Creek Camp,North America,Belize,1683333,-8846667
Stann Creek District=Silver Creek Camp,North America,Belize,167,-8846667
Savonlinna,Europe,Finland,61943064,28945136
Savonlinna,Europe,Finland,618699,2887999
St Pauls,Oceania,Australia,-102,1423
Savannah,North America,United States,3201,-81145683
Moscow,Europe,Russia,5597194,3741389
Cuíto,Africa,Angola,-1240463,1694741
Cuíto,Africa,Angola,-1238333,1693333
Sevilla,Europe,Spain,37418,-589311
Sevilla,Europe,Spain,3738241,-597613
Svay Rieng,Asia,Cambodia,1108785,10579935
Savissivik,North America,Greenland,7601863,-6511762
Savissivik,North America,Greenland,7601972,-6511494
Stevens Village,North America,United States,6603,-1491
Stevens Village,North America,United States,6600639,-14909083
Savuti Rest Camp,Africa,Botswana,-1852649,2407302
Savuti Rest Camp,Africa,Botswana,-1856523,2406332
Savusavu,Oceania,Fiji,-1680323,17934099
Savusavu,Oceania,Fiji,-1677997,17933636
San Salvador de Paul Airport,South America,Venezuela,7,-62
Sparrevohn LRRS Airport,North America,United States,61097369,-155574228
Yekaterinburg,Europe,Russia,5674311,6080273
Yekaterinburg,Europe,Russia,568519,606122
Savo,Oceania,Solomon Islands,-9167,1598
San Antonio del Táchira,South America,Venezuela,784083,-7243974
San Antonio del Táchira,South America,Venezuela,781454,-724431
Shantou=Jieyang=Chaozhou,Asia,China,2355297,11650589
Shantou,Asia,China,2342742,11676244
Shantou=Jieyang=Chaozhou,Asia,China,2336814,11671479
Shantou=Jieyang=Chaozhou,Asia,China,235418,11636581
Shantou=Jieyang=Chaozhou,Asia,China,2365396,11662262
Shaw River Airport,Oceania,Australia,-2152,1194
Stawell,Oceania,Australia,-37071667,142740556
Stawell,Oceania,Australia,-3705632,14278088
Seward,North America,United States,60126938,-14941881
Seward,North America,United States,6010417,-14944222
Siwea,Oceania,Papua New Guinea,-6283,1476
New York City=Newburgh,North America,United States,4149874,-7410045
Newburgh,North America,United States,4150343,-7401042
Satwag,Oceania,Papua New Guinea,-5883,148
Swan Hill,Oceania,Australia,-35375833,143532778
Swan Hill,Oceania,Australia,-3533781,1435544
Swindon,Europe,United Kingdom,5155797,-178116
South West Bay,Oceania,Vanuatu,-1648646,16744726
South West Bay,Oceania,Vanuatu,-1649486,1674301
Segrate,Europe,Italy,4548105,929883
Segrate,Europe,Italy,4549185,929812
Spanish Wells,North America,Bahamas,2554717,-7676405
San Vicente,Asia,Philippines,1052156,11927051
San Vicente,Asia,Philippines,1053033,11925423
Spanish Wells,North America,Bahamas,2554717,-7676405
Alto Boa Vista=Suia-Missu,South America,Brazil,-1167111,-5143606
Alto Boa Vista=Suia-Missu,South America,Brazil,-1167376,-5137859
Alto Boa Vista=Suia-Missu,South America,Brazil,-1165476,-5149146
Sahiwal,Asia,Pakistan,3066667,731
Stillwater,North America,United States,36161222,-97085694
Stillwater,North America,United States,3611561,-9705837
Swakopmund,Africa,Namibia,-2267,1457
Swakopmund,Africa,Namibia,-2267,1457
Sumbawa Besar,Asia,Indonesia,-848876,11741175
Sumbawa Besar,Asia,Indonesia,-849317,11742024
Silur,Oceania,Papua New Guinea,-5883,148
Swansea,Europe,United Kingdom,51605333,-4067833
Swansea,Europe,United Kingdom,5162079,-394323
Strezhevoy,Europe,Russia,6071175,7765841
Strezhevoy,Europe,Russia,607333,775889
Suwon Air Base,Asia,South Korea,3723,127
Evensk,Europe,Russia,6192455,15923099
Shikapur Airport,Asia,Pakistan,2794198,6866266
Evensk,Europe,Russia,6191722,15923348
Avenger Field,North America,United States,3247,-1005
Shakawe,Africa,Botswana,-1837285,218391
Shakawe,Africa,Botswana,-1836536,2184219
Sitiawan,Asia,Malaysia,4217,1007
Sitiawan,Asia,Malaysia,42168,1006996
Sydney,Oceania,Australia,-3388,1507
Sialum,Oceania,Papua New Guinea,-61,1476
Strasbourg,Europe,France,4853832,762823
Strasbourg,Europe,France,4858342,774296
Avalon=Santa Catalina Island,North America,United States,3340424,-1184159
Saint-Chamond,Europe,France,4547498,450835
Saint-Chamond,Europe,France,454759,451294
Sophia Antipolis,Europe,France,4362235,704721
Sale,Oceania,Australia,-380908,14695991
Sale,Oceania,Australia,-3811095,14706802
Berlin,Europe,Germany,52380001,135225
Senanga,Africa,Zambia,-161,2327
Senanga,Africa,Zambia,-1611667,2326667
Sehulea,Oceania,Papua New Guinea,-1022,1504
Sirri Island Airport,Asia,Iran,25908869,545394
Shanshan County,Asia,China,429117,902475
Shanshan County,Asia,China,422914,906423
Saumlaki,Asia,Indonesia,-798835,13130529
Saumlaki,Asia,Indonesia,-798618,13129675
Sligo,Europe,Ireland,54280214,-8599206
Sligo,Europe,Ireland,54280214,-8599206
Sint Maarten,North America,Sint Maarten,1804095,-631089
Sint Maarten,North America,Sint Maarten,1804167,-6306667
Sowa,Africa,Botswana,-2055336,2611578
Sowa,Africa,Botswana,-20564,26224
São Félix do Araguaia,South America,Brazil,-116324,-506896
São Félix do Araguaia,South America,Brazil,-1161722,-5066944
Nunam Iqua,North America,United States,6252406,-16484415
Nunam Iqua,North America,United States,6253132,-164847
Soldotna,North America,United States,6048,-1511
Soldotna,North America,United States,6048778,-15105833
Srinagar,Asia,India,339871,747742
Srinagar,Asia,India,3408565,7480555
Sahabat [Sahabat 16] Airport,Asia,Malaysia,5833,1181
Sungai Tiang Airport,Asia,Malaysia,4317,1024
Sodo,Africa,Ethiopia,6833,3775
Sodo,Africa,Ethiopia,69,3775
Salem,Asia,India,117833,780656
Salem,Asia,India,1165376,7815538
Sauren,Oceania,Papua New Guinea,-5967,1489
São Félix do Xingu,South America,Brazil,-664236,-5195211
São Félix do Xingu,South America,Brazil,-664472,-51995
Sidney,North America,United States,4230382,-7541565
Sidney,North America,United States,423148,-7539157
Siirt,Asia,Turkey,3797838,4183822
Siirt,Asia,Turkey,379293,4194134
Shemya Island,North America,United States,5271369,17411508
Shemya Island,North America,United States,5272382,17410935
Seal Bay,North America,United States,5835973,-15225497
Seal Bay,North America,United States,5837167,-15220167
Shiringayoc,South America,Peru,-8167,-7903
Sydney,Oceania,Australia,-3394611,15117722
Sydney,Oceania,Australia,-3386785,15120732
Sa'dah,Asia,Yemen,1696823,437288
Sa'dah,Asia,Yemen,1694021,4376394
Gabriola Island=Silva Bay,North America,Canada,4915241,-12370112
Gabriola Island=Silva Bay,North America,Canada,4916633,-1238027
Gabriola Island=Silva Bay,North America,Canada,491499,-12370211
Wugang=Shaoyang,Asia,China,2721572,11145561
Wugang=Shaoyang,Asia,China,2723818,11146214
Namche Bazaar,Asia,Nepal,278111,8671264
Namche Bazaar,Asia,Nepal,2780528,8671058
Shelbyville,North America,United States,3556168,-8644477
Shelbyville,North America,United States,3548341,-8646027
Sirjan,Asia,Iran,2955039,5566526
Sirjan,Asia,Iran,2945137,556809
Stykkishólmur,Europe,Iceland,650603,-2275998
Stykkishólmur,Europe,Iceland,6507537,-2272977
San Miguel,North America,United States,358143,-12074344
San Miguel,North America,United States,3575247,-12069628
Simao,Asia,China,2283,101
Simao,Asia,China,2278863,10097481
Stanton,North America,United States,4447,-93
Stanton,North America,United States,4447191,-9302299
Shonai=Sakata,Asia,Japan,3881222,13978722
Shonai=Sakata,Asia,Japan,3884846,13990308
Shonai=Sakata,Asia,Japan,3884846,13990308
Santiago de Veraguas,North America,Panama,80856,-8094525
Santiago de Veraguas,North America,Panama,81,-8098333
San José,North America,Costa Rica,995705,-841398
Syracuse,North America,United States,4311119,-7610631
Syracuse,North America,United States,43111187,-76106311
Saskylakh,Europe,Russia,7192897,11408229
Suncheon Yeosu,Asia,South Korea,3494808,12748947
Saskylakh,Europe,Russia,7196347,11409199
Saint-Yan,Europe,France,4641254,401326
Saint-Yan,Europe,France,4641147,403876
Sue Islet=Warraber Islet,Oceania,Australia,-102083,142825
Sue Islet=Warraber Islet,Oceania,Australia,-102074,14282472
Sue Islet=Warraber Islet,Oceania,Australia,-1020573,14282916
Sylvester,North America,United States,3155582,-8389308
Sylvester,North America,United States,3153092,-8383693
Sehwan,Asia,Pakistan,264731,677172
Sehwan,Asia,Pakistan,2642495,6786126
Sanya,Asia,China,18302892,109412269
Sanya,Asia,China,1824306,109505
Stornoway,Europe,United Kingdom,58215556,-6331111
Stornoway,Europe,United Kingdom,5820925,-638649
Shiraz,Asia,Iran,2953924,5258979
Shiraz,Asia,Iran,2961031,5253114
Soyo,Africa,Angola,-614109,123718
Soyo,Africa,Angola,-61349,1236894
Kuala Lumpur,Asia,Malaysia,3130583,101549333
Sarfannguit,North America,Greenland,6689709,-5287036
Santa Cruz,North America,Costa Rica,1026053,-855851
Sarfannguit,North America,Greenland,6689785,-5285986
Sheffield,Europe,United Kingdom,53394256,-1388486
Semera,Africa,Ethiopia,1154302,4124027
Semera,Africa,Ethiopia,1179342,4100578
Samsun,Asia,Turkey,4125845,3655598
Samsun,Asia,Turkey,4127976,363361
Salzburg,Europe,Austria,477933,1300433
Salzburg,Europe,Austria,47793304,13004333
Shuozhou,Asia,China,392725,11269028
Senipah,Asia,Indonesia,-9667,1171
Shuozhou,Asia,China,3931583,1124225
Zaysan,Asia,Kazakhstan,4748717,8488621
Zaysan,Asia,Kazakhstan,4746657,8487144
Siguanea,North America,Cuba,2163,-8295
Siguanea,North America,Cuba,2163139,-8295972
Skukuza,Africa,South Africa,-24960944,31588731
Skukuza,Africa,South Africa,-2498953,315857
Knob Noster,North America,United States,3873031,-9354786
Knob Noster,North America,United States,3876668,-9355855
Sesriem Airport,Africa,Namibia,-2458,1583
Santa Cruz Island=Santa Barbara,North America,United States,3406032,-11991515
Santa Cruz Island,North America,United States,340262,-11976505
Zhuhai,Asia,China,220064,113376
Suzhou,Asia,China,3138392,12059607
Santa Paula,North America,United States,3435,-1191
Santa Paula,North America,United States,3435417,-11905927
Saenz Pena,South America,Argentina,-268158,-604483
Saenz Pena,South America,Argentina,-2678522,-6043876
Stara Zagora,Europe,Bulgaria,4237668,2565514
Stara Zagora,Europe,Bulgaria,4243278,2564194
Ryans Creek Aerodrome,Oceania,New Zealand,-47,1679
San Cristóbal de las Casas,North America,Mexico,166903,-925301
Sète,Europe,France,4341281,369641
Sète,Europe,France,434028,369278
Ségou,Africa,Mali,134302,-628314
Ségou,Africa,Mali,1344032,-625947
Suzhou,Asia,China,312631,120401
Suzhou,Asia,China,3130408,12059538
Schwerin=Parchim,Europe,Germany,5342966,1178133
Schwerin=Parchim,Europe,Germany,5362937,1141316
Schwerin=Parchim,Europe,Germany,5342631,1184875
Shenzhen,Asia,China,2263926,11381066
Shenzhen,Asia,China,2254554,1140683
Szymany=Szczytno,Europe,Poland,5348333,2093333
Szymany=Szczytno,Europe,Poland,5348465,2096357
Szymany=Szczytno,Europe,Poland,5356259,2098747
Szczecin,Europe,Poland,5358473,1490221
Szczecin,Europe,Poland,5342894,1455302
Tarapaina,Oceania,Solomon Islands,-9367,1612
Tobago,North America,Trinidad and Tobago,1114966,-6083219
Tobago,North America,Trinidad and Tobago,1125,-6066667
Tacloban,Asia,Philippines,11227628,125027758
Tacloban,Asia,Philippines,1124333,12500472
Trinidad,North America,United States,3727,-1043
Trinidad,North America,United States,3716946,-10450054
Daegu,Asia,South Korea,3589411,12865886
Daegu,Asia,South Korea,3587028,12859111
Oran,Africa,Algeria,35542444,-532278
Tagbilaran City,Asia,Philippines,96657,1238533
Tagbilaran City=Panglao=Bohol,Asia,Philippines,957327,12377019
Tagbilaran City=Panglao=Bohol,Asia,Philippines,965556,12385219
Tagbilaran City=Panglao=Bohol,Asia,Philippines,957806,12374583
Tagbilaran City=Panglao=Bohol,Asia,Philippines,983333,12416667
Tanna,Oceania,Vanuatu,-194551,169224
Tanna,Oceania,Vanuatu,-195,16933333
Taiz,Asia,Yemen,1368596,4413906
Taiz,Asia,Yemen,1357952,4402091
Aitape,Oceania,Papua New Guinea,-319682,14242702
Takamatsu,Asia,Japan,3421417,13401556
Takamatsu,Asia,Japan,3433333,13405
Tanana,North America,United States,6517,-1521
Tanana,North America,United States,6517194,-15207889
Tampico,North America,Mexico,2229144,-978663
Tampico,North America,Mexico,2221667,-9785
Tangalooma,Oceania,Australia,-2713,1534
Qingdao,Asia,China,3626748,12038335
Qingdao,Asia,China,3609861,12037194
Tapachula,North America,Mexico,14794339,-92370025
Tapachula,North America,Mexico,1490696,-9226185
Tarcoola,Oceania,Australia,-3068,1346
Tarcoola,Oceania,Australia,-3068333,13455
Taranto,Europe,Italy,40517514,17403212
Taranto,Europe,Italy,4047611,1722972
Tashkent,Asia,Uzbekistan,4125786,6928119
Tashkent,Asia,Uzbekistan,4126465,6921627
Poprad,Europe,Slovakia,49073594,20241142
Poprad,Europe,Slovakia,4906144,2029798
Tauramena,South America,Colombia,5,-7273
Tau Airport,Oceania,American Samoa,-1425,-1695
Tacuarembo,South America,Uruguay,-3175,-5592
Taliabu,Asia,Indonesia,-18,1248
Ülenurme=Tartu,Europe,Estonia,5830746,2669043
Ülenurme=Tartu,Europe,Estonia,583162,2672517
Ülenurme=Tartu,Europe,Estonia,5838062,2672509
Daşoguz,Asia,Turkmenistan,417611,598267
Daşoguz,Asia,Turkmenistan,4183625,5996661
Tabibuga,Oceania,Papua New Guinea,-555,1446
Tuy Hòa,Asia,Vietnam,1304424,10933856
Tuy Hòa,Asia,Vietnam,1308333,1093
Tuba City,North America,United States,3613,-1112
Tuba City,North America,United States,3613499,-11123986
Timbiqui,South America,Colombia,2767,-7765
Timbunke,Oceania,Papua New Guinea,-42,1435
Tabiteuea North,Oceania,Kiribati,-122563,17477695
Tabiteuea North,Oceania,Kiribati,-119828,17471781
Tabubil,Oceania,Papua New Guinea,-527861,141226
Tabubil,Oceania,Papua New Guinea,-526703,14122393
Tablas Island,Asia,Philippines,1231195,12208008
Tablas Island,Asia,Philippines,1239617,12203819
Cat Island,North America,Bahamas,2431425,-7545882
Cat Island,North America,Bahamas,2433083,-7543625
Tabarka,Africa,Tunisia,3698,887694
Tabarka,Africa,Tunisia,3695442,875801
Timber Creek Airport,Oceania,Australia,-1562,1304
Tablelands,Oceania,Australia,-17296,126913
Tablelands,Oceania,Australia,-1727808,12690076
Tumbang Samba Airport,Asia,Indonesia,-325,1126
Fort Leonard Wood,North America,United States,37741631,-92140736
Fort Leonard Wood,North America,United States,3770573,-9215717
Tabora,Africa,Tanzania,-5083,3283
Tabora,Africa,Tanzania,-501622,3282663
Tumbes,South America,Peru,-3552528,-80381356
Tumbes,South America,Peru,-356694,-8045153
Tarabo,Oceania,Papua New Guinea,-2833,152
Statesboro,North America,United States,3248,-8175
Statesboro,North America,United States,3244879,-8178317
Tbilisi,Asia,Georgia,4166951,449546
Tbilisi,Asia,Georgia,4169411,4483368
Tabatinga,South America,Brazil,-425567,-6993583
Tabatinga,South America,Brazil,-422984,-6993622
Nuku‘alofa,Oceania,Tonga,-2124121,-17514964
Nuku‘alofa,Oceania,Tonga,-2113938,-1752018
Tabal,Oceania,Marshall Islands,83,1712
Tambov,Europe,Russia,528061,414828
Tambov,Europe,Russia,5273169,4144326
Tambelan,Asia,Indonesia,98043,10756501
Tambelan,Asia,Indonesia,99866,10756257
Tshabong,Africa,Botswana,-2603403,2240164
Tshabong,Africa,Botswana,-2605,2245
Tabriz,Asia,Iran,381334,462342
Tabriz,Asia,Iran,3808,462919
Tennant Creek,Oceania,Australia,-19634444,134183333
Tennant Creek,Oceania,Australia,-196497,13419147
Treasure Cay,North America,Bahamas,2674055,-7738358
Treasure Cay,North America,Bahamas,2667691,-7728581
Tucumcari,North America,United States,35182777,-103603186
Tucumcari,North America,United States,3517172,-10372497
Tarapacá Airport,South America,Colombia,-2867,-6973
Tulcea,Europe,Romania,45062486,28714311
Tulcea,Europe,Romania,4516667,288
Tocoa,North America,Honduras,157,-8602
Tacheng,Asia,China,466725,833408
Tacheng,Asia,China,4674535,8295847
Tchibanga,Africa,Gabon,-2817,11
Tchibanga,Africa,Gabon,-285,1103333
Santa Cruz de Tenerife,Europe,Spain,2846824,-1625462
Torembi,Oceania,Papua New Guinea,-401646,14313509
Tinboli,Oceania,Papua New Guinea,-409291,14338022
Tuscaloosa,North America,United States,33220627,-87611403
Tuscaloosa,North America,United States,3320984,-8756917
Tacoma,North America,United States,4713744,-12248175
Tehuacán,North America,Mexico,184972,-974199
Tehuacán,North America,Mexico,1846148,-9739282
Tumaco,South America,Colombia,1814417,-78749228
Tumaco,South America,Colombia,179861,-7881556
Taba,Africa,Egypt,2958778,3477806
Taba,Africa,Egypt,2949199,3489572
Tacna,South America,Peru,-1805306,-7027556
Tacna,South America,Peru,-1801465,-7025362
Thoothukudi,Asia,India,872308,7802731
Thoothukudi,Asia,India,876735,7813425
Truth or Consequences,North America,United States,3323814,-10726998
Truth or Consequences,North America,United States,331284,-10725281
Takotna,North America,United States,63,-1561
Takotna,North America,United States,6298861,-15606417
Thaba Nchu,Africa,South Africa,-2928,2687
Thaba Nchu,Africa,South Africa,-2920932,2683898
Tete,Africa,Mozambique,-2193,3528
Torch Cay,North America,Bahamas,2339764,-7549893
Montevideo,South America,Uruguay,-3489382,-5616662
Torch Cay,North America,Bahamas,2339353,-7548045
Tocumwal,Oceania,Australia,-35811667,145608056
Tocumwal,Oceania,Australia,-3581221,14556905
Tabas,Asia,Iran,3366775,5689268
Tabas,Asia,Iran,3359586,5692437
Terrace Bay,Africa,Namibia,-1998,13
Tengchong Xian,Asia,China,2493933,9848368
Tengchong Xian,Asia,China,2532508,9846133
Trinidad,South America,Colombia,543197,-7165575
Trinidad,South America,Colombia,540738,-716614
Tetabedi,Oceania,Papua New Guinea,-92,1481
Trinidad,South America,Bolivia,-1481874,-6491802
Trinidad,South America,Bolivia,-1483333,-649
Tandag,Asia,Philippines,907242,12617059
Tandag,Asia,Philippines,907833,12619861
Tadjoura,Africa,Djibouti,118,429
Tadjoura,Africa,Djibouti,1178528,4288444
Taldykorgan,Asia,Kazakhstan,451262,78447
Taldykorgan,Asia,Kazakhstan,4501556,7837389
Tandil,South America,Argentina,-37237392,-59227922
Tandil,South America,Argentina,-3732167,-5913316
Theda Station,Oceania,Australia,-1475,1265
Toledo,North America,United States,4647733,-12280706
Toledo,North America,United States,4643983,-12284678
Trompeteros,South America,Peru,-380611,-7504023
Trompeteros,South America,Peru,-381417,-7505833
Theodore,Oceania,Australia,-2498,1501
Theodore,Oceania,Australia,-2494743,15007529
Sasereme Airport,Oceania,Papua New Guinea,-762281,14286896
Tanda Tula Airport,Africa,South Africa,-2453,313
Tanandava,Africa,Madagascar,-217,4373
Amarillo,North America,United States,3517,-1018
Trat,Asia,Thailand,1227,1023
Trat,Asia,Thailand,1224364,10251514
Toledo,North America,United States,4156459,-834768
Tela,North America,Honduras,15775864,-87475847
Tela,North America,Honduras,1578333,-8745
Teterboro,North America,United States,40850103,-74060837
Teterboro,North America,United States,4085982,-7405931
Telêmaco Borba,South America,Brazil,-243178,-506516
Telêmaco Borba,South America,Brazil,-2432389,-5061556
Thisted,Europe,Denmark,570688,8705225
Thisted,Europe,Denmark,5695523,869491
Tébessa,Africa,Algeria,3543161,812072
Tébessa,Africa,Algeria,3540417,812417
Telfer,Oceania,Australia,-21715,122229
Telfer,Oceania,Australia,-2171912,12224589
Tenkodogo,Africa,Burkina Faso,1178,-3667
Tenkodogo,Africa,Burkina Faso,1178,-36972
Tetlin,North America,United States,6313,-1425
Tezu,Asia,India,2795,9613
Tezu,Asia,India,2791256,9612882
Teruel,Europe,Spain,4034054,-11102
Teruel,Europe,Spain,403456,-110646
Tatitlek,North America,United States,6087,-1467
Tatitlek,North America,United States,6086472,-14667861
Telupid,Asia,Malaysia,5583,1171
Telupid,Asia,Malaysia,565,11711667
Temora,Oceania,Australia,-34421389,147511667
Temora,Oceania,Australia,-3444834,14753558
Tongren,Asia,China,2788369,10930813
Tongren,Asia,China,2771722,10918528
Terapo,Oceania,Papua New Guinea,-8083,1461
Teptep,Oceania,Papua New Guinea,-5533,1461
Tekirdağ,Asia,Turkey,4113825,2791909
Tekirdağ,Asia,Turkey,41,275
Terceira Island=Lajes,Europe,Portugal,3876184,-270908
Terceira Island=Lajes,Europe,Portugal,3871667,-2721667
Terceira Island=Lajes,Europe,Portugal,3876352,-2710336
Teseney,Africa,Eritrea,1510821,3667743
Teseney,Africa,Eritrea,1511,366575
Tete,Africa,Mozambique,-16104817,33640181
Tete,Africa,Mozambique,-16104817,33640181
Te Anau=Manapouri,Oceania,New Zealand,-4553227,16764304
Te Anau=Manapouri,Oceania,New Zealand,-4541667,16771667
Te Anau=Manapouri,Oceania,New Zealand,-4556695,16761154
Teruel,Europe,Spain,404135,-121794
Teruel,Europe,Spain,403456,-110646
Tohid,Asia,Iran,2782775,5285789
Telluride,North America,United States,379536,-10790895
Telluride,North America,United States,3793749,-10781229
Þingeyri,Europe,Iceland,658703,-2356
Þingeyri,Europe,Iceland,6587899,-2349289
Tezpur,Asia,India,267,9278
Tezpur,Asia,India,2663333,928
Tirana,Europe,Albania,4133321,1980141
Tifalmin,Oceania,Papua New Guinea,-511745,1414179
Tifalmin,Oceania,Papua New Guinea,-511029,14141241
Taormina,Europe,Italy,3747,1507
Tefé,South America,Brazil,-338294,-6472406
Tefé,South America,Brazil,-335021,-6470879
Tufi,Oceania,Papua New Guinea,-9067,1493
Tufi,Oceania,Papua New Guinea,-907931,14932205
Juscelino Kubitscheck Airport,South America,Brazil,-1785,-415
Telefomin,Oceania,Papua New Guinea,-512694,14164098
Telefomin,Oceania,Papua New Guinea,-512446,14164089
Santa Cruz de Tenerife,Europe,Spain,28482653,-16341536
Ramadan City EG Wadi Al Jandal,Africa,Egypt,3013,3141
Santa Cruz de Tenerife,Europe,Spain,28044475,-16572489
Taftan Airport,Asia,Pakistan,2897,616
Chengdu,Asia,China,3031767,104445
Krui,Asia,Indonesia,-521192,10393766
Krui,Asia,Indonesia,-519131,103932
Singapore,Asia,Singapore,13856,10370836
Rizal (Marcos),Asia,Philippines,871463,11735154
Rizal (Marcos),Asia,Philippines,883283,11758942
Tanjung Manis Airport,Asia,Malaysia,2178,1112
Podgorica,Europe,Montenegro,42359392,19251894
Podgorica,Europe,Montenegro,4244111,1926361
Tuskegee,North America,United States,3249413,-8577871
Tuskegee,North America,United States,3242415,-8569096
Tignes,Europe,France,455,6917
Kuala Terengganu,Asia,Malaysia,5382639,10310336
Kuala Terengganu,Asia,Malaysia,53302,1031408
Tongoa Island,Oceania,Vanuatu,-168911,16855099
Tongoa Island,Oceania,Vanuatu,-169,16855
Tingo María,South America,Peru,-928708,-7600477
Tingo María,South America,Peru,-929616,-7599831
Île Tiga,Oceania,New Caledonia,-210961,167804
Île Tiga,Oceania,New Caledonia,-211042,16781616
Taganrog,Europe,Russia,4719624,3886079
Taganrog,Europe,Russia,4723617,3889688
Tagula,Oceania,Papua New Guinea,-115,1535
Tagula,Oceania,Papua New Guinea,-1133186,15321444
Târgu-Mureş,Europe,Romania,4646771,2441252
Târgu-Mureş,Europe,Romania,4654245,2455747
Traralgon,Oceania,Australia,-382072,14647
Traralgon,Oceania,Australia,-3819528,1465415
Tongliao,Asia,China,435567,1222
Tongliao,Asia,China,436125,12226528
Bor,Europe,Russia,6159529,9000841
Bor,Europe,Russia,6160111,9001806
Tangara,South America,Brazil,-1466,-5745
Touggourt,Africa,Algeria,33067803,6088672
Touggourt,Africa,Algeria,3310527,605796
Chokwé Airport,Africa,Mozambique,-2462,3242
Tanga,Africa,Tanzania,-5092358,39071158
Tanga,Africa,Tanzania,-506893,3909875
Tegucigalpa,North America,Honduras,1406088,-872172
Tegucigalpa,North America,Honduras,140818,-8720681
Targovishte,Europe,Bulgaria,433067,267008
Targovishte,Europe,Bulgaria,432512,2657215
Tongcheng,Asia,China,3105281,11697352
Tongcheng,Asia,China,3103911,11697367
Târgu Mureş Bus Station,Europe,Romania,4652706,2454489
Tuxtla,North America,Mexico,1656182,-9302608
Tuxtla,North America,Mexico,1675469,-9311485
Tullahoma,North America,United States,3537964,-8624087
Tullahoma,North America,United States,3536202,-8620943
Thaba-Tseka,Africa,Lesotho,-2987,2817
Thaba-Tseka,Africa,Lesotho,-2952204,286084
Tchien,Africa,Liberia,606639,-813667
Tchien,Africa,Liberia,605828,-813435
Thanh Hóa,Asia,Vietnam,1990299,10546892
Thanh Hóa,Asia,Vietnam,198,10576667
Teresina,South America,Brazil,-505994,-4282348
Teresina,South America,Brazil,-508917,-4280194
Berlin,Europe,Germany,5247302,1340394
Thangool,Oceania,Australia,-24493889,150576111
Thangool,Oceania,Australia,-2448632,15057362
Taharoa Aerodrome,Oceania,New Zealand,-3735,1748
Tichitt Airport,Africa,Mauritania,1845,-95
Taishan,Asia,China,2226005,11277223
Thakhek,Asia,Laos,174,1048
Tachilek,Asia,Myanmar,20483831,99935353
Tachilek,Asia,Myanmar,204475,9988083
Thompson Falls,North America,United States,4757423,-1152847
Thompson Falls,North America,United States,4759489,-11533834
Trollhättan,Europe,Sweden,5831806,12345
Trollhättan,Europe,Sweden,5828365,1228864
Þórshöfn,Europe,Iceland,662183,-153347
Þórshöfn,Europe,Iceland,6619814,-1533679
Thermopolis,North America,United States,436638,-10821104
Thermopolis,North America,United States,4364607,-10821204
Tianshui,Asia,China,3455994,10585893
Tianshui,Asia,China,3457952,10574238
Tehran,Asia,Iran,356892,513133
Tehran,Asia,Iran,3569439,5142151
Sukhothai,Asia,Thailand,17238,998182
Sukhothai,Asia,Thailand,1700778,99823
Tamchakett Airport,Africa,Mauritania,1723,-1082
Pituffik,North America,Greenland,7653111,-6870167
Pituffik,North America,Greenland,7654495,-6878703
York,North America,United States,3995,-7673
York,North America,United States,399626,-7672774
Trincomalee,Asia,Sri Lanka,856443,8123201
